Wall time,Step,Value
1551943601.1225917,0,0.15369606018066406
1551945515.0824592,1,0.22058820724487305
1551947434.6174247,2,0.2369452714920044
1551949360.7362475,3,0.2812427282333374
1551951284.7853568,4,0.326953649520874
1551953209.8175092,5,0.3458898067474365
1551955143.6804664,6,0.3554016351699829
1551957065.4324543,7,0.35477709770202637
1551958986.8943622,8,0.36713695526123047
1551960910.1930647,9,0.3752232789993286
1551962830.243868,10,0.3796502947807312
1551964748.2289872,11,0.39472639560699463
1551966690.798067,12,0.4059956669807434
1551968635.3746114,13,0.41139209270477295
1551970559.55916,14,0.42903369665145874
1551972483.5846405,15,0.44064611196517944
1551974404.5377545,16,0.44395768642425537
1551976327.1594067,17,0.45525795221328735
1551978251.2069232,18,0.46101152896881104
1551980175.5695531,19,0.46118855476379395
1551982101.0998607,20,0.46791523694992065
1551984031.6400735,21,0.47380632162094116
1551985959.1735685,22,0.47566503286361694
1551987892.2084715,23,0.48846280574798584
1551989816.4437368,24,0.48536747694015503
1551991740.6180131,25,0.49057823419570923
1551993664.1872067,26,0.49302375316619873
1551995585.7356303,27,0.49740439653396606
1551997513.6514251,28,0.4970853328704834
1551999434.1299036,29,0.5019725561141968
1552001358.3451328,30,0.502692699432373
1552003286.250289,31,0.5042676329612732
1552005206.0834153,32,0.5075472593307495
1552007130.852944,33,0.5103394985198975
1552009051.8083134,34,0.5117483735084534
1552010982.9181633,35,0.5176177024841309
1552012926.8030748,36,0.5145363211631775
1552014873.9074755,37,0.5153628587722778
1552016804.7150335,38,0.5214267373085022
1552018729.3334007,39,0.514685332775116
1552020668.1645112,40,0.5193682312965393
1552022605.9099264,41,0.5232226252555847
1552024548.0886126,42,0.5257552862167358
1552026476.9818723,43,0.5230890512466431
1552028422.967378,44,0.5265661478042603
1552030357.8866355,45,0.5241150259971619
1552032295.4233508,46,0.5290062427520752
1552034236.3913093,47,0.5277827978134155
1552036182.0064425,48,0.5252857208251953
1552038120.0488837,49,0.5322225689888
1552040059.8937843,50,0.5307447910308838
1552041998.9619017,51,0.5336753129959106
1552043936.9695275,52,0.5320219993591309
1552045863.8685758,53,0.5339747667312622
1552047813.5595603,54,0.5358684062957764
1552049749.0064976,55,0.5331012010574341
1552051674.5993793,56,0.5364911556243896
1552053604.092509,57,0.5374888181686401
1552055550.6514053,58,0.5341141223907471
1552057478.0338728,59,0.5370882153511047
1552059405.8196278,60,0.5329204201698303
1552061345.731672,61,0.5391768217086792
1552063270.0694501,62,0.5382552146911621
1552065201.8223374,63,0.5351297855377197
1552067140.9871547,64,0.5379443168640137
1552069078.7797556,65,0.5410810708999634
1552071010.4193072,66,0.539883017539978
1552072937.2653704,67,0.5377552509307861
1552074869.5052028,68,0.5432139039039612
1552076799.1171343,69,0.5379173755645752
1552078726.5344174,70,0.5419819951057434
1552080658.9399104,71,0.5370315313339233
1552082599.7351182,72,0.5439708232879639
1552084548.0900898,73,0.5397347807884216
1552086479.0515895,74,0.544563889503479
1552088408.1850984,75,0.5457695126533508
1552090333.1633058,76,0.5443542003631592
1552092286.308497,77,0.5450297594070435
1552094224.4437602,78,0.5457503795623779
1552096169.1234279,79,0.546168863773346
1552098114.738483,80,0.5442718267440796
1552100057.5911202,81,0.5435972809791565
1552101990.0467408,82,0.5474783182144165
1552103917.6265328,83,0.5453096628189087
1552105846.5750523,84,0.5439867973327637
1552107790.4955537,85,0.545199990272522
1552109720.5509346,86,0.5451828241348267
1552111662.909422,87,0.5453462600708008
1552113611.8199475,88,0.5456051826477051
1552115547.18917,89,0.545875072479248
1552117507.916252,90,0.5464280843734741
1552119453.0904047,91,0.5510256290435791
1552121391.3509789,92,0.5432045459747314
1552123330.1692467,93,0.5511387586593628
1552125255.5095854,94,0.5482300519943237
1552127193.0586388,95,0.5493723750114441
1552129121.833888,96,0.5533514618873596
1552131047.7422252,97,0.5495573282241821
1552132992.7001896,98,0.5473601818084717
1552134938.5519063,99,0.5524948835372925
1552136866.7889287,100,0.5485905408859253
1552138796.3426223,101,0.5513734817504883
1552140731.6393998,102,0.5521705150604248
1552142664.1551301,103,0.5517324805259705
1552144616.5380588,104,0.5507832765579224
1552146562.7046638,105,0.5515981316566467
1552148497.2384381,106,0.5483254194259644
1552150441.6841333,107,0.5530899167060852
1552152373.9560142,108,0.55087810754776
1552154308.3997736,109,0.5513582229614258
1552156240.720208,110,0.5502830147743225
1552158176.322507,111,0.5509411096572876
1552160104.8214488,112,0.5507491827011108
1552162048.558185,113,0.5492552518844604
1552163996.923057,114,0.5483673810958862
1552165938.6364074,115,0.5482164621353149
1552167880.2451873,116,0.5498256683349609
1552169820.4712305,117,0.5483565330505371
1552171771.1545453,118,0.5499651432037354
1552173717.9170263,119,0.5490193367004395
1552175652.6458838,120,0.5509053468704224
1552177606.6813521,121,0.5503374338150024
1552179545.3672807,122,0.5475000143051147
1552181490.0315745,123,0.553026556968689
1552183433.3128316,124,0.5505599975585938
1552185370.7956913,125,0.5482680797576904
1552187309.331142,126,0.5499176979064941
1552189247.1402104,127,0.5496094226837158
1552191182.8123906,128,0.5487313866615295
1552193124.3389342,129,0.5445042252540588
1552195061.6268694,130,0.545596718788147
1552197016.542003,131,0.5480164885520935
1552198964.9940803,132,0.5461156964302063
1552200897.9102137,133,0.5436004400253296
1552202839.496819,134,0.5436165928840637
1552204768.215286,135,0.5478127002716064
1552206702.8722322,136,0.5432577133178711
1552208647.5252998,137,0.5444741249084473
1552210595.913337,138,0.5462552309036255
1552212536.7497542,139,0.5457727313041687
1552214480.9011323,140,0.5456467866897583
1552216410.3140779,141,0.5510118007659912
1552218344.142564,142,0.5447721481323242
1552220282.4133465,143,0.5443911552429199
