Wall time,Step,Value
1551943769.048257,0,8.58861255645752
1551944244.8509545,5,4.641103267669678
1551944716.0004568,10,3.72843861579895
1551945184.2462494,15,3.573561429977417
1551945662.100684,20,3.398106575012207
1551946134.889319,25,3.230952262878418
1551946616.3752382,30,3.1101224422454834
1551947092.9161873,35,3.0205793380737305
1551947576.2322218,40,2.926480293273926
1551948055.720442,45,2.836554765701294
1551948536.1229212,50,2.8538968563079834
1551949008.4092786,55,2.730745315551758
1551949487.6208978,60,2.699634313583374
1551949964.8573563,65,2.5778186321258545
1551950439.8422313,70,2.5551869869232178
1551950919.2436526,75,2.519449472427368
1551951397.0202088,80,2.4475605487823486
1551951872.146685,85,2.4051477909088135
1551952353.483435,90,2.3843040466308594
1551952834.026448,95,2.345602035522461
1551953317.089548,100,2.318342924118042
1551953791.6528084,105,2.2878568172454834
1551954268.8939242,110,2.2947511672973633
1551954746.5850365,115,2.2543115615844727
1551955216.8209565,120,2.216585159301758
1551955699.1232731,125,2.2036685943603516
1551956179.420918,130,2.222321033477783
1551956653.2167425,135,2.175889253616333
1551957133.9440327,140,2.162670373916626
1551957622.7783692,145,2.1606972217559814
1551958103.8029964,150,2.1520745754241943
1551958587.6262453,155,2.133275032043457
1551959070.116013,160,2.114628314971924
1551959547.0254993,165,2.095513343811035
1551960017.3508754,170,2.182981252670288
1551960487.4553359,175,2.0746569633483887
1551960957.026579,180,2.119546413421631
1551961437.9085834,185,2.096822738647461
1551961914.0952065,190,2.0722389221191406
1551962387.0677226,195,2.029127836227417
1551962861.548439,200,2.0264556407928467
1551963336.0244675,205,2.011101484298706
1551963811.8974807,210,2.0188422203063965
1551964281.0029614,215,2.1096303462982178
1551964758.9503882,220,2.0833988189697266
1551965235.8120117,225,2.009511709213257
1551965708.4210486,230,1.9794470071792603
1551966189.0301769,235,1.9923274517059326
1551966668.5780897,240,1.9737077951431274
1551967149.4278843,245,1.9643445014953613
1551967632.271252,250,1.9556158781051636
1551968110.9335852,255,1.9552620649337769
1551968586.0408602,260,1.947973370552063
1551969057.364646,265,1.9357854127883911
1551969542.5056727,270,1.935487985610962
1551970028.0989895,275,1.9367541074752808
1551970510.3691683,280,1.9328171014785767
1551970987.5531838,285,1.9187027215957642
1551971457.3932722,290,1.90129816532135
1551971931.7669272,295,1.9217320680618286
1551972407.800853,300,1.9195157289505005
1551972889.9164627,305,1.8937078714370728
1551973363.8099895,310,1.8853662014007568
1551973841.4609354,315,1.8841277360916138
1551974325.3252103,320,1.8798894882202148
1551974804.5180655,325,1.8802822828292847
1551975286.183275,330,1.871579885482788
1551975768.6348507,335,1.8667917251586914
1551976251.1694,340,1.8702075481414795
1551976729.1047897,345,1.857224702835083
1551977210.3076024,350,1.8646721839904785
1551977688.4909437,355,1.8491207361221313
1551978167.848,360,1.8547136783599854
1551978639.2205656,365,1.8449270725250244
1551979110.5703864,370,1.8261215686798096
1551979581.2130287,375,1.844728946685791
1551980060.0849402,380,1.8272911310195923
1551980535.692714,385,1.8179091215133667
1551981020.0819588,390,1.8205785751342773
1551981495.155539,395,1.8125516176223755
